trial_number,time,is_biased_choice,side_choice,RT,observed_reward,unobserved_reward,biased_reward,unbiased_reward,BLUE_RIGHT_LEFT_RED,RT_net,RT_zscore,subject_file,schedule,catie_choice_probability
17,32:31.3,TRUE,LEFT,2764,0,0,0,0,TRUE,1264,-0.617131609,1610951488_95.csv,schedule_5,0.596016589853497
18,32:34.0,TRUE,LEFT,2648,0,0,0,0,TRUE,1148,-0.824055145,1610951488_95.csv,schedule_5,0.848401505536673
19,32:36.8,TRUE,LEFT,2784,0,0,0,0,TRUE,1284,-0.581455137,1610951488_95.csv,schedule_5,0.827057035895806
20,32:40.0,TRUE,LEFT,3156,0,0,0,0,TRUE,1656,0.082127238,1610951488_95.csv,schedule_5,0.832400133822281
21,32:42.7,TRUE,LEFT,2776,1,0,1,0,TRUE,1276,-0.595725725,1610951488_95.csv,schedule_5,0.832717945120799
22,32:45.4,TRUE,LEFT,2750,0,0,0,0,TRUE,1250,-0.642105139,1610951488_95.csv,schedule_5,0.617736302498266
23,32:48.2,TRUE,LEFT,2740,0,0,0,0,TRUE,1240,-0.659943375,1610951488_95.csv,schedule_5,0.60792330667315
24,32:51.6,TRUE,LEFT,3342,0,0,0,0,TRUE,1842,0.413918425,1610951488_95.csv,schedule_5,0.932160142347431
25,32:54.4,TRUE,LEFT,2908,0,0,0,0,TRUE,1408,-0.360261012,1610951488_95.csv,schedule_5,0.922638528980142
26,32:58.0,TRUE,LEFT,3364,1,0,1,0,TRUE,1864,0.453162544,1610951488_95.csv,schedule_5,0.924055033265042
27,33:01.3,TRUE,LEFT,3356,0,0,0,0,TRUE,1856,0.438891956,1610951488_95.csv,schedule_5,0.598305070008143
28,33:04.9,TRUE,LEFT,3614,0,0,0,0,TRUE,2114,0.899118441,1610951488_95.csv,schedule_5,0.611805696999443
29,33:07.7,TRUE,LEFT,2900,0,0,0,0,TRUE,1400,-0.374531601,1610951488_95.csv,schedule_5,0.930702861334794
30,33:10.2,TRUE,LEFT,2594,0,0,0,0,TRUE,1094,-0.920381618,1610951488_95.csv,schedule_5,0.920088702848909
31,33:12.8,TRUE,LEFT,2575,0,0,0,0,TRUE,1075,-0.954274267,1610951488_95.csv,schedule_5,0.920919541549956
32,33:15.4,TRUE,LEFT,2561,1,0,1,0,TRUE,1061,-0.979247797,1610951488_95.csv,schedule_5,0.921645487435883
33,33:18.6,TRUE,LEFT,3060,1,0,1,0,TRUE,1560,-0.089119826,1610951488_95.csv,schedule_5,0.597666556247265
34,33:21.4,TRUE,LEFT,2980,1,0,1,0,TRUE,1480,-0.231825713,1610951488_95.csv,schedule_5,0.841006926880734
35,33:23.9,TRUE,LEFT,2444,0,0,0,0,TRUE,944,-1.187955157,1610951488_95.csv,schedule_5,0.904023641195565
36,33:26.3,TRUE,LEFT,2458,0,0,0,0,TRUE,958,-1.162981626,1610951488_95.csv,schedule_5,0.601988268702896
37,33:30.2,TRUE,LEFT,3814,0,0,0,0,TRUE,2314,1.255883159,1610951488_95.csv,schedule_5,0.928215799954839
38,33:32.8,TRUE,LEFT,2644,0,0,0,0,TRUE,1144,-0.831190439,1610951488_95.csv,schedule_5,0.918229642615756
39,33:36.6,TRUE,LEFT,3587,0,0,0,0,TRUE,2087,0.850955204,1610951488_95.csv,schedule_5,0.918817476535292
40,33:40.0,TRUE,LEFT,3503,1,0,1,0,TRUE,2003,0.701114023,1610951488_95.csv,schedule_5,0.919358177773841
41,33:42.5,TRUE,LEFT,2627,0,0,0,0,TRUE,1127,-0.86151544,1610951488_95.csv,schedule_5,0.641503073392907
42,33:45.4,TRUE,LEFT,2931,0,0,0,0,TRUE,1431,-0.319233069,1610951488_95.csv,schedule_5,0.603213675713659
43,33:48.7,TRUE,LEFT,3188,1,0,1,0,TRUE,1688,0.139209593,1610951488_95.csv,schedule_5,0.927585663016806
44,33:51.7,TRUE,LEFT,3124,1,0,1,0,TRUE,1624,0.025044883,1610951488_95.csv,schedule_5,0.641685045957973
45,33:55.1,TRUE,LEFT,3269,1,0,1,0,TRUE,1769,0.283699303,1610951488_95.csv,schedule_5,0.90424113954638
46,33:59.0,TRUE,LEFT,3872,0,0,0,0,TRUE,2372,1.359344927,1610951488_95.csv,schedule_5,0.905319187649993
47,34:02.0,TRUE,LEFT,3129,1,0,1,0,TRUE,1629,0.033964001,1610951488_95.csv,schedule_5,0.600835073280471
48,34:04.7,TRUE,LEFT,2732,0,0,0,0,TRUE,1232,-0.674213963,1610951488_95.csv,schedule_5,0.640083901718365
49,34:07.7,TRUE,LEFT,2965,0,0,0,0,TRUE,1465,-0.258583067,1610951488_95.csv,schedule_5,0.646858024086205
50,34:10.6,TRUE,LEFT,2891,0,0,0,0,TRUE,1391,-0.390586013,1610951488_95.csv,schedule_5,0.917947863306965
51,34:13.1,FALSE,RIGHT,2516,0,1,1,0,TRUE,1016,-1.059519858,1610951488_95.csv,schedule_5,0.0856885987032891
52,34:16.0,FALSE,RIGHT,2856,0,0,0,0,TRUE,1356,-0.453019838,1610951488_95.csv,schedule_5,0.682267460629732
53,34:18.7,FALSE,RIGHT,2684,0,0,0,0,TRUE,1184,-0.759837496,1610951488_95.csv,schedule_5,0.749872927855532
54,34:21.3,FALSE,RIGHT,2681,0,1,1,0,TRUE,1181,-0.765188966,1610951488_95.csv,schedule_5,0.750038430629735
55,34:24.0,FALSE,RIGHT,2651,0,0,0,0,TRUE,1151,-0.818703674,1610951488_95.csv,schedule_5,0.750197915121239
56,34:26.5,FALSE,RIGHT,2513,0,1,1,0,TRUE,1013,-1.064871329,1610951488_95.csv,schedule_5,0.750351703738046
57,34:29.1,FALSE,RIGHT,2551,0,0,0,0,TRUE,1051,-0.997086033,1610951488_95.csv,schedule_5,0.750500096263036
58,34:32.3,FALSE,RIGHT,3140,0,1,1,0,TRUE,1640,0.053586061,1610951488_95.csv,schedule_5,0.750643371804406
59,34:35.9,FALSE,RIGHT,3574,0,1,1,0,TRUE,2074,0.827765498,1610951488_95.csv,schedule_5,0.750781790547763
60,34:39.7,FALSE,RIGHT,3856,0,0,0,0,TRUE,2356,1.33080375,1610951488_95.csv,schedule_5,0.750915595333008
61,34:44.3,FALSE,RIGHT,4598,0,1,1,0,TRUE,3098,2.654400852,1610951488_95.csv,schedule_5,0.751045013076114
62,34:46.7,FALSE,RIGHT,2492,0,0,0,0,TRUE,992,-1.102331624,1610951488_95.csv,schedule_5,0.751170256053313
63,34:49.3,FALSE,RIGHT,2630,0,0,0,0,TRUE,1130,-0.856163969,1610951488_95.csv,schedule_5,0.751291523062983
64,34:52.6,FALSE,RIGHT,3088,0,1,1,0,TRUE,1588,-0.039172766,1610951488_95.csv,schedule_5,0.7514090004786
65,34:56.3,FALSE,RIGHT,3789,0,0,0,0,TRUE,2289,1.211287569,1610951488_95.csv,schedule_5,0.751522863204506
66,35:00.2,FALSE,RIGHT,3733,0,0,0,0,TRUE,2233,1.111393448,1610951488_95.csv,schedule_5,0.751633275544777
67,35:02.8,FALSE,RIGHT,2805,0,0,0,0,TRUE,1305,-0.543994841,1610951488_95.csv,schedule_5,0.751740391994295
68,35:06.5,FALSE,RIGHT,3640,0,0,0,0,TRUE,2140,0.945497855,1610951488_95.csv,schedule_5,0.751844357960004
69,35:09.2,FALSE,RIGHT,2812,0,0,0,0,TRUE,1312,-0.531508076,1610951488_95.csv,schedule_5,0.75194531041946
70,35:11.7,FALSE,RIGHT,2451,0,1,1,0,TRUE,951,-1.175468392,1610951488_95.csv,schedule_5,0.752043378522931
71,35:15.1,FALSE,RIGHT,3370,0,0,0,0,TRUE,1870,0.463865486,1610951488_95.csv,schedule_5,0.752138684144614
72,35:17.7,FALSE,RIGHT,2627,0,1,1,0,TRUE,1127,-0.86151544,1610951488_95.csv,schedule_5,0.752231342387918
73,35:20.6,FALSE,RIGHT,2989,0,0,0,0,TRUE,1489,-0.215771301,1610951488_95.csv,schedule_5,0.752321462049214
74,35:24.1,FALSE,RIGHT,3311,0,0,0,0,TRUE,1811,0.358619894,1610951488_95.csv,schedule_5,0.752409146043987
75,35:27.5,FALSE,RIGHT,3477,1,0,0,1,TRUE,1977,0.65473461,1610951488_95.csv,schedule_5,0.752494491798901
76,35:30.2,FALSE,RIGHT,2779,1,0,0,1,TRUE,1279,-0.590374255,1610951488_95.csv,schedule_5,0.776150458277495
77,35:33.2,FALSE,RIGHT,2967,1,0,0,1,TRUE,1467,-0.25501542,1610951488_95.csv,schedule_5,0.768351810246198
78,35:37.9,FALSE,RIGHT,4633,1,0,0,1,TRUE,3133,2.716834677,1610951488_95.csv,schedule_5,0.868870469850636
79,35:40.8,FALSE,RIGHT,2978,1,0,0,1,TRUE,1478,-0.235393361,1610951488_95.csv,schedule_5,0.888977233762617
80,35:43.4,FALSE,RIGHT,2550,1,0,0,1,TRUE,1050,-0.998869856,1610951488_95.csv,schedule_5,0.889159172110879
81,35:46.7,FALSE,RIGHT,3280,1,0,0,1,TRUE,1780,0.303321363,1610951488_95.csv,schedule_5,0.889327354767908
82,35:49.5,FALSE,RIGHT,2864,1,0,0,1,TRUE,1364,-0.43874925,1610951488_95.csv,schedule_5,0.889484956371176
83,35:52.1,FALSE,RIGHT,2645,1,0,0,1,TRUE,1145,-0.829406615,1610951488_95.csv,schedule_5,0.889634014932847
84,35:54.9,FALSE,RIGHT,2781,1,0,0,1,TRUE,1281,-0.586806608,1610951488_95.csv,schedule_5,0.889775930803174
85,35:57.5,FALSE,RIGHT,2514,1,0,0,1,TRUE,1014,-1.063087506,1610951488_95.csv,schedule_5,0.889911716385367
86,35:59.9,FALSE,RIGHT,2516,1,0,0,1,TRUE,1016,-1.059519858,1610951488_95.csv,schedule_5,0.890042133263904
87,36:02.9,FALSE,RIGHT,2947,1,0,0,1,TRUE,1447,-0.290691892,1610951488_95.csv,schedule_5,0.890167772964611
88,36:06.9,FALSE,RIGHT,3921,1,0,0,1,TRUE,2421,1.446752283,1610951488_95.csv,schedule_5,0.890289107199959
89,36:09.5,FALSE,RIGHT,2707,1,0,0,1,TRUE,1207,-0.718809553,1610951488_95.csv,schedule_5,0.933138776382984
90,36:12.1,FALSE,RIGHT,2594,1,0,0,1,TRUE,1094,-0.920381618,1610951488_95.csv,schedule_5,0.933280434337849
91,36:15.5,FALSE,RIGHT,3254,1,0,0,1,TRUE,1754,0.25694195,1610951488_95.csv,schedule_5,0.933417001992793
92,36:18.7,FALSE,RIGHT,3233,1,0,0,1,TRUE,1733,0.219481654,1610951488_95.csv,schedule_5,0.933548936504858
93,36:22.1,FALSE,RIGHT,3360,1,0,0,1,TRUE,1860,0.44602725,1610951488_95.csv,schedule_5,0.933676625711573
94,36:24.6,FALSE,RIGHT,2600,1,0,0,1,TRUE,1100,-0.909678677,1610951488_95.csv,schedule_5,0.933800402139392
95,36:27.4,FALSE,RIGHT,2863,1,0,0,1,TRUE,1363,-0.440533073,1610951488_95.csv,schedule_5,0.933920553600311
96,36:30.2,FALSE,RIGHT,2796,1,0,0,1,TRUE,1296,-0.560049254,1610951488_95.csv,schedule_5,0.934037331331943
97,36:33.9,FALSE,RIGHT,3543,1,0,0,1,TRUE,2043,0.772466967,1610951488_95.csv,schedule_5,0.934150956337297
98,36:36.5,FALSE,RIGHT,2735,1,0,0,1,TRUE,1235,-0.668862493,1610951488_95.csv,schedule_5,0.934261624384146
99,36:39.4,FALSE,RIGHT,2853,1,0,0,1,TRUE,1353,-0.458371309,1610951488_95.csv,schedule_5,0.934369509992067
0,08:34.7,FALSE,RIGHT,13614,0,1,1,0,TRUE,12114,8.036887949,1610975300_36.csv,schedule_5,0.5
1,08:38.7,TRUE,LEFT,3992,1,0,1,0,TRUE,2492,0.683256457,1610975300_36.csv,schedule_5,0.1805
2,08:42.0,TRUE,LEFT,3320,1,0,1,0,TRUE,1820,0.1696792,1610975300_36.csv,schedule_5,0.950000000000002
3,08:44.7,TRUE,LEFT,2832,0,0,0,0,TRUE,1332,-0.203275712,1610975300_36.csv,schedule_5,0.950000000000002
4,08:48.6,TRUE,LEFT,3760,0,0,0,0,TRUE,2260,0.505950023,1610975300_36.csv,schedule_5,0.616954412580398
5,08:52.7,TRUE,LEFT,4088,0,0,0,0,TRUE,2588,0.756624636,1610975300_36.csv,schedule_5,0.827724043374768
6,08:55.4,FALSE,RIGHT,2824,0,0,0,0,TRUE,1324,-0.209389727,1610975300_36.csv,schedule_5,0.193261383602134
7,08:58.4,FALSE,RIGHT,2984,0,0,0,0,TRUE,1484,-0.087109428,1610975300_36.csv,schedule_5,0.751301789557605
8,09:04.5,FALSE,RIGHT,5891,0,0,0,0,TRUE,4391,2.134570758,1610975300_36.csv,schedule_5,0.752031556464212
9,09:06.9,FALSE,RIGHT,2568,0,0,0,0,TRUE,1068,-0.405038206,1610975300_36.csv,schedule_5,0.752599152947128
10,09:09.3,FALSE,RIGHT,2464,0,1,1,0,TRUE,964,-0.4845204,1610975300_36.csv,schedule_5,0.753053230133462
11,09:12.0,FALSE,RIGHT,2640,0,1,1,0,TRUE,1140,-0.350012071,1610975300_36.csv,schedule_5,0.753424747831371
12,09:14.9,TRUE,LEFT,2896,0,0,0,0,TRUE,1396,-0.154363593,1610975300_36.csv,schedule_5,0.246265654087038
13,09:18.6,TRUE,LEFT,3656,0,0,0,0,TRUE,2156,0.426467828,1610975300_36.csv,schedule_5,0.822820949041205
14,09:21.7,FALSE,RIGHT,3128,0,0,0,0,TRUE,1628,0.022942841,1610975300_36.csv,schedule_5,0.187695798460245
15,09:24.3,FALSE,RIGHT,2664,0,1,1,0,TRUE,1164,-0.331670027,1610975300_36.csv,schedule_5,0.760663644299031
16,09:26.9,FALSE,RIGHT,2608,0,0,0,0,TRUE,1108,-0.374468131,1610975300_36.csv,schedule_5,0.775838688784813
17,09:29.9,FALSE,RIGHT,2953,0,0,0,0,TRUE,1453,-0.110801236,1610975300_36.csv,schedule_5,0.776074838449272
18,09:33.3,TRUE,LEFT,3239,0,0,0,0,TRUE,1739,0.107774799,1610975300_36.csv,schedule_5,0.223715250737876
19,09:36.8,FALSE,RIGHT,3600,0,0,0,0,TRUE,2100,0.383669724,1610975300_36.csv,schedule_5,0.184057137854018
20,09:39.4,FALSE,RIGHT,2704,0,0,0,0,TRUE,1204,-0.301099952,1610975300_36.csv,schedule_5,0.761516820261319
21,09:44.4,TRUE,LEFT,4848,1,0,1,0,TRUE,3348,1.337456057,1610975300_36.csv,schedule_5,0.223356581482615
22,09:47.0,TRUE,LEFT,2744,0,0,0,0,TRUE,1244,-0.270529877,1610975300_36.csv,schedule_5,0.91158385641119
23,09:49.7,TRUE,LEFT,2712,0,0,0,0,TRUE,1212,-0.294985937,1610975300_36.csv,schedule_5,0.566630975230065
24,09:54.3,FALSE,RIGHT,4432,0,0,0,0,TRUE,2932,1.01952728,1610975300_36.csv,schedule_5,0.180419214502524
25,09:57.7,FALSE,RIGHT,3448,0,0,0,0,TRUE,1948,0.26750344,1610975300_36.csv,schedule_5,0.745720592248945
26,10:00.7,TRUE,LEFT,3085,1,0,1,0,TRUE,1585,-0.009919989,1610975300_36.csv,schedule_5,0.313811286811432
27,10:03.4,FALSE,RIGHT,2704,0,0,0,0,TRUE,1204,-0.301099952,1610975300_36.csv,schedule_5,0.0853778456850353
28,10:06.2,FALSE,RIGHT,2808,0,0,0,0,TRUE,1308,-0.221617757,1610975300_36.csv,schedule_5,0.745576169873876
29,10:08.9,FALSE,RIGHT,2744,0,0,0,0,TRUE,1244,-0.270529877,1610975300_36.csv,schedule_5,0.686075482621067
30,10:12.5,TRUE,LEFT,3408,0,0,0,0,TRUE,1908,0.236933365,1610975300_36.csv,schedule_5,0.313827033466302
31,10:16.2,FALSE,RIGHT,3696,0,0,0,0,TRUE,2196,0.457037903,1610975300_36.csv,schedule_5,0.198169694433831
32,10:20.0,FALSE,RIGHT,3864,0,1,1,0,TRUE,2364,0.585432217,1610975300_36.csv,schedule_5,0.745628875259922
33,10:23.8,FALSE,RIGHT,3800,0,1,1,0,TRUE,2300,0.536520098,1610975300_36.csv,schedule_5,0.68610112787381
34,10:27.0,FALSE,RIGHT,3192,0,1,1,0,TRUE,1692,0.071854961,1610975300_36.csv,schedule_5,0.686186388818698
35,10:30.0,TRUE,LEFT,3120,0,0,0,0,TRUE,1620,0.016828826,1610975300_36.csv,schedule_5,0.313733222290408
36,10:32.6,FALSE,RIGHT,2544,0,0,0,0,TRUE,1044,-0.423380251,1610975300_36.csv,schedule_5,0.196286926989069
37,10:35.0,FALSE,RIGHT,2408,0,0,0,0,TRUE,908,-0.527318505,1610975300_36.csv,schedule_5,0.745809928370463
38,10:37.7,FALSE,RIGHT,2720,0,0,0,0,TRUE,1220,-0.288871922,1610975300_36.csv,schedule_5,0.686221970831918
39,10:40.5,FALSE,RIGHT,2808,0,0,0,0,TRUE,1308,-0.221617757,1610975300_36.csv,schedule_5,0.686293202349049
40,10:43.0,TRUE,LEFT,2544,1,0,1,0,TRUE,1044,-0.423380251,1610975300_36.csv,schedule_5,0.313639127709678
41,10:45.8,FALSE,RIGHT,2760,0,0,0,0,TRUE,1260,-0.258301847,1610975300_36.csv,schedule_5,0.0852482058068257
42,10:48.7,FALSE,RIGHT,2920,0,0,0,0,TRUE,1420,-0.136021548,1610975300_36.csv,schedule_5,0.745880651825946
43,10:53.0,FALSE,RIGHT,4216,0,1,1,0,TRUE,2716,0.854448876,1610975300_36.csv,schedule_5,0.686267362376597
44,10:57.7,TRUE,LEFT,4664,1,0,1,0,TRUE,3164,1.196833713,1610975300_36.csv,schedule_5,0.313670532222871
45,11:00.2,TRUE,LEFT,2647,1,0,1,0,TRUE,1147,-0.344662308,1610975300_36.csv,schedule_5,0.916865054614495
46,11:02.8,FALSE,RIGHT,2592,0,0,0,0,TRUE,1092,-0.386696161,1610975300_36.csv,schedule_5,0.167480158634009
47,11:06.5,TRUE,LEFT,3520,1,0,1,0,TRUE,2020,0.322529574,1610975300_36.csv,schedule_5,0.254340893577093
48,11:09.1,TRUE,LEFT,2712,0,0,0,0,TRUE,1212,-0.294985937,1610975300_36.csv,schedule_5,0.913963234715078
49,11:11.6,TRUE,LEFT,2488,0,0,0,0,TRUE,988,-0.466178356,1610975300_36.csv,schedule_5,0.568279546835932
50,11:14.1,TRUE,LEFT,2552,0,0,0,0,TRUE,1052,-0.417266236,1610975300_36.csv,schedule_5,0.819052231677933
51,11:17.1,TRUE,LEFT,2984,1,0,1,0,TRUE,1484,-0.087109428,1610975300_36.csv,schedule_5,0.819166493628012
52,11:19.7,FALSE,RIGHT,2624,0,0,0,0,TRUE,1124,-0.362240101,1610975300_36.csv,schedule_5,0.379799074098373
53,11:23.4,FALSE,RIGHT,3512,0,0,0,0,TRUE,2012,0.316415559,1610975300_36.csv,schedule_5,0.685648749328826
54,11:26.1,TRUE,LEFT,2888,1,0,1,0,TRUE,1388,-0.160477608,1610975300_36.csv,schedule_5,0.31428919047356
55,11:28.7,TRUE,LEFT,2568,0,0,0,0,TRUE,1068,-0.405038206,1610975300_36.csv,schedule_5,0.917649888982686
56,11:31.3,TRUE,LEFT,2568,1,0,1,0,TRUE,1068,-0.405038206,1610975300_36.csv,schedule_5,0.591674287564884
57,11:33.8,TRUE,LEFT,2528,0,0,0,0,TRUE,1028,-0.435608281,1610975300_36.csv,schedule_5,0.628494962466426
58,11:36.5,TRUE,LEFT,2712,1,0,1,0,TRUE,1212,-0.294985937,1610975300_36.csv,schedule_5,0.653324522181374
59,11:39.1,TRUE,LEFT,2568,1,0,1,0,TRUE,1068,-0.405038206,1610975300_36.csv,schedule_5,0.587871829488757
60,11:41.8,FALSE,RIGHT,2696,0,0,0,0,TRUE,1196,-0.307213967,1610975300_36.csv,schedule_5,0.173757720371977
61,11:44.2,FALSE,RIGHT,2479,0,1,1,0,TRUE,979,-0.473056622,1610975300_36.csv,schedule_5,0.684965603058811
62,11:46.9,TRUE,LEFT,2697,0,0,0,0,TRUE,1197,-0.306449715,1610975300_36.csv,schedule_5,0.314969326022782
63,11:49.6,TRUE,LEFT,2624,0,0,0,0,TRUE,1124,-0.362240101,1610975300_36.csv,schedule_5,0.830190923825918
64,11:52.8,TRUE,LEFT,3104,1,0,1,0,TRUE,1604,0.004600796,1610975300_36.csv,schedule_5,0.934111130864284
65,11:55.2,FALSE,RIGHT,2496,0,0,0,0,TRUE,996,-0.460064341,1610975300_36.csv,schedule_5,0.352792048801835
66,12:03.0,TRUE,LEFT,7705,0,0,0,0,TRUE,6205,3.52092365,1610975300_36.csv,schedule_5,0.315118168200437
67,12:05.4,TRUE,LEFT,2584,0,0,0,0,TRUE,1084,-0.392810176,1610975300_36.csv,schedule_5,0.826633471960093
68,12:07.9,TRUE,LEFT,2416,0,0,0,0,TRUE,916,-0.52120449,1610975300_36.csv,schedule_5,0.93343785103451
69,12:10.6,FALSE,RIGHT,2672,0,0,0,0,TRUE,1172,-0.325556012,1610975300_36.csv,schedule_5,0.0839011556028857
70,12:13.0,FALSE,RIGHT,2456,0,1,1,0,TRUE,956,-0.490634415,1610975300_36.csv,schedule_5,0.706957190298835
71,12:15.5,FALSE,RIGHT,2496,0,0,0,0,TRUE,996,-0.460064341,1610975300_36.csv,schedule_5,0.684809425731999
72,12:18.1,FALSE,RIGHT,2656,0,1,1,0,TRUE,1156,-0.337784041,1610975300_36.csv,schedule_5,0.684867628152388
73,12:20.9,TRUE,LEFT,2720,0,0,0,0,TRUE,1220,-0.288871922,1610975300_36.csv,schedule_5,0.315075764014083
74,12:23.4,TRUE,LEFT,2504,0,0,0,0,TRUE,1004,-0.453950326,1610975300_36.csv,schedule_5,0.831083591599957
75,12:26.0,TRUE,LEFT,2624,0,1,0,1,TRUE,1124,-0.362240101,1610975300_36.csv,schedule_5,0.934158333494348
76,12:28.5,FALSE,RIGHT,2472,1,0,0,1,TRUE,972,-0.478406386,1610975300_36.csv,schedule_5,0.0813897884527397
77,12:31.0,FALSE,RIGHT,2496,1,0,0,1,TRUE,996,-0.460064341,1610975300_36.csv,schedule_5,0.688997785100969
78,12:33.7,TRUE,LEFT,2712,0,1,0,1,TRUE,1212,-0.294985937,1610975300_36.csv,schedule_5,0.235680500770627
79,12:36.1,FALSE,RIGHT,2456,1,0,0,1,TRUE,956,-0.490634415,1610975300_36.csv,schedule_5,0.128492702325602
80,12:39.0,FALSE,RIGHT,2848,1,0,0,1,TRUE,1348,-0.191047682,1610975300_36.csv,schedule_5,0.889054825591656
81,12:41.7,FALSE,RIGHT,2672,1,0,0,1,TRUE,1172,-0.325556012,1610975300_36.csv,schedule_5,0.863769602931993
82,12:45.6,TRUE,LEFT,3752,0,1,0,1,TRUE,2252,0.499836008,1610975300_36.csv,schedule_5,0.0990045762614712
83,12:48.2,TRUE,LEFT,2800,0,1,0,1,TRUE,1300,-0.227731772,1610975300_36.csv,schedule_5,0.76051669865554
84,12:51.0,FALSE,RIGHT,2776,1,0,0,1,TRUE,1276,-0.246073817,1610975300_36.csv,schedule_5,0.0798940741347425
85,12:53.4,FALSE,RIGHT,2376,1,0,0,1,TRUE,876,-0.551774565,1610975300_36.csv,schedule_5,0.892237938689655
86,12:56.0,FALSE,RIGHT,2632,1,0,0,1,TRUE,1132,-0.356126086,1610975300_36.csv,schedule_5,0.925584459312479
87,12:58.8,FALSE,RIGHT,2808,1,0,0,1,TRUE,1308,-0.221617757,1610975300_36.csv,schedule_5,0.925718399564321
88,13:01.4,FALSE,RIGHT,2648,1,0,0,1,TRUE,1148,-0.343898056,1610975300_36.csv,schedule_5,0.925848391324491
89,13:04.1,FALSE,RIGHT,2704,1,0,0,1,TRUE,1204,-0.301099952,1610975300_36.csv,schedule_5,0.925974757072885
90,13:06.7,FALSE,RIGHT,2576,1,0,0,1,TRUE,1076,-0.398924191,1610975300_36.csv,schedule_5,0.926097754512136
91,13:09.3,FALSE,RIGHT,2592,1,0,0,1,TRUE,1092,-0.386696161,1610975300_36.csv,schedule_5,0.926217596495715
92,13:11.5,FALSE,RIGHT,2184,1,0,0,1,TRUE,684,-0.698510924,1610975300_36.csv,schedule_5,0.926334463500184
93,13:13.9,FALSE,RIGHT,2424,1,0,0,1,TRUE,924,-0.515090475,1610975300_36.csv,schedule_5,0.926448511795067
94,13:16.8,FALSE,RIGHT,2872,1,0,0,1,TRUE,1372,-0.172705638,1610975300_36.csv,schedule_5,0.92655987900208
95,13:20.1,FALSE,RIGHT,3192,1,0,0,1,TRUE,1692,0.071854961,1610975300_36.csv,schedule_5,0.926668688002717
96,13:22.7,FALSE,RIGHT,2728,1,0,0,1,TRUE,1228,-0.282757907,1610975300_36.csv,schedule_5,0.926775049763191
97,13:25.4,FALSE,RIGHT,2567,1,0,0,1,TRUE,1067,-0.405802458,1610975300_36.csv,schedule_5,0.926879065427796
98,13:27.9,FALSE,RIGHT,2681,1,0,0,1,TRUE,1181,-0.318677745,1610975300_36.csv,schedule_5,0.926980827904573
99,13:30.8,FALSE,RIGHT,2824,1,0,0,1,TRUE,1324,-0.209389727,1610975300_36.csv,schedule_5,0.684129779110732
0,09:11.9,FALSE,LEFT,12101,0,1,1,0,FALSE,10601,1.190848643,1610975339_4.csv,schedule_5,0.5
1,09:17.4,FALSE,LEFT,5540,0,1,1,0,FALSE,4040,0.220040881,1610975339_4.csv,schedule_5,0.8195
2,09:21.2,TRUE,RIGHT,3781,1,0,1,0,FALSE,2281,-0.040232073,1610975339_4.csv,schedule_5,0.1805
3,09:25.4,TRUE,RIGHT,4207,0,0,0,0,FALSE,2707,0.022801627,1610975339_4.csv,schedule_5,0.950000000000002
4,09:29.3,TRUE,RIGHT,3862,0,0,0,0,FALSE,2362,-0.028246792,1610975339_4.csv,schedule_5,0.615631187736169
5,09:32.5,FALSE,LEFT,3250,0,0,0,0,FALSE,1750,-0.118802248,1610975339_4.csv,schedule_5,0.17121270252943
6,09:36.0,TRUE,RIGHT,3460,0,0,0,0,FALSE,1960,-0.087729298,1610975339_4.csv,schedule_5,0.302491695756172
7,09:39.5,TRUE,RIGHT,3550,0,0,0,0,FALSE,2050,-0.074412319,1610975339_4.csv,schedule_5,0.823170732069998
8,09:43.0,FALSE,LEFT,3420,0,0,0,0,FALSE,1920,-0.093647955,1610975339_4.csv,schedule_5,0.161732037109029
9,09:46.8,TRUE,RIGHT,3840,0,0,0,0,FALSE,2340,-0.031502053,1610975339_4.csv,schedule_5,0.296864097842566
10,09:50.4,TRUE,RIGHT,3620,1,0,1,0,FALSE,2120,-0.064054669,1610975339_4.csv,schedule_5,0.824732062682912
11,09:53.8,TRUE,RIGHT,3329,1,0,1,0,FALSE,1829,-0.1071129,1610975339_4.csv,schedule_5,0.582428458137469
12,09:57.0,TRUE,RIGHT,3261,0,0,0,0,FALSE,1761,-0.117174618,1610975339_4.csv,schedule_5,0.895660784072815
13,10:00.3,FALSE,LEFT,3209,0,0,0,0,FALSE,1709,-0.124868872,1610975339_4.csv,schedule_5,0.365371093280527
14,10:03.7,TRUE,RIGHT,3426,0,0,0,0,FALSE,1926,-0.092760156,1610975339_4.csv,schedule_5,0.298793810713079
15,10:06.6,TRUE,RIGHT,2984,1,0,1,0,FALSE,1484,-0.158161319,1610975339_4.csv,schedule_5,0.918197164782895
16,10:09.7,TRUE,RIGHT,3105,0,0,0,0,FALSE,1605,-0.140257381,1610975339_4.csv,schedule_5,0.643791949849154
17,10:13.1,FALSE,LEFT,3396,0,0,0,0,FALSE,1896,-0.097199149,1610975339_4.csv,schedule_5,0.364260533590299
18,10:16.0,TRUE,RIGHT,2910,0,0,0,0,FALSE,1410,-0.169110835,1610975339_4.csv,schedule_5,0.299083797860116
19,10:19.9,FALSE,LEFT,3879,0,0,0,0,FALSE,2379,-0.025731363,1610975339_4.csv,schedule_5,0.0801941423097218
